session_id,session_timestamp,utm_campaign,utm_source,utm_medium,page_views,duration_seconds
S101184,2024-10-30 03:33:00,,organic,organic,5,518
S101185,2024-10-27 02:15:00,Google Brand Campaign,facebook,email,6,409
S101186,2024-10-22 23:47:00,Lead Generation | DE | Form,direct,social,3,119
S101187,2024-09-12 06:17:00,Product Launch 2024,direct,email,10,67
S101188,2024-10-02 17:23:00,,facebook,email,9,443
S101189,2024-10-01 21:15:00,Retargeting Campaign,google,email,8,386
S101190,2024-10-23 09:01:00,,organic,cpc,1,255
S101191,2024-09-17 17:24:00,Retargeting Campaign,,,6,134
S101192,2024-10-05 07:54:00,Product Launch 2024,direct,cpc,7,271
S101193,2024-09-20 02:59:00,Lead Generation | DE | Form,linkedin,social,3,459
S101194,2024-10-11 10:56:00,,direct,cpc,5,92
S101195,2024-10-23 15:30:00,,direct,email,7,112
S101196,2024-10-23 05:44:00,Retargeting Campaign,organic,cpc,6,440
S101197,2024-10-09 23:52:00,Google Brand Campaign,,email,8,38
S101198,2024-10-19 01:41:00,,google,,8,149
S101199,2024-09-01 12:12:00,,linkedin,email,10,94
S101200,2024-09-08 05:15:00,Google Brand Campaign,,,3,430
S101201,2024-10-21 10:28:00,Product Launch 2024,,social,5,187
S101202,2024-10-14 18:52:00,Retargeting Campaign,linkedin,social,2,434
S101203,2024-09-24 05:25:00,Product Launch 2024,organic,social,1,33
S101204,2024-10-30 17:41:00,Google Brand Campaign,,social,2,483
S101205,2024-09-13 08:44:00,Lead Generation | DE | Form,facebook,referral,10,449
S101206,2024-10-09 08:09:00,Brand Awareness Q4,linkedin,social,10,130
S101207,2024-09-01 22:33:00,Product Launch 2024,direct,,8,131
S101208,2024-09-15 22:13:00,Lead Generation | DE | Form,linkedin,email,8,401
S101209,2024-09-09 13:54:00,Lead Generation | DE | Form,organic,social,5,203
S101210,2024-09-27 05:26:00,Lead Generation | DE | Form,facebook,email,5,251
S101211,2024-10-10 14:58:00,Lead Generation | DE | Form,linkedin,organic,8,97
S101212,2024-09-01 15:08:00,Retargeting Campaign,,referral,4,402
S101213,2024-10-16 13:47:00,Google Brand Campaign,linkedin,cpc,2,580
S101214,2024-09-04 01:21:00,Lead Generation | DE | Form,direct,email,10,56
S101215,2024-09-01 08:32:00,Google Brand Campaign,direct,email,7,389
S101216,2024-09-09 17:02:00,Google Brand Campaign,google,email,3,525
S101217,2024-10-02 10:56:00,Product Launch 2024,google,cpc,6,553
S101218,2024-09-28 04:16:00,Brand Awareness Q4,linkedin,cpc,3,521
S101219,2024-10-26 08:47:00,Retargeting Campaign,direct,email,5,280
S101220,2024-10-04 10:27:00,Lead Generation | DE | Form,linkedin,,8,164
S101221,2024-10-06 21:40:00,Product Launch 2024,facebook,social,3,65
S101222,2024-09-15 05:02:00,Product Launch 2024,linkedin,social,8,456
S101223,2024-09-08 15:02:00,Product Launch 2024,linkedin,,9,506
S101224,2024-09-30 15:07:00,,google,cpc,6,105
S101225,2024-09-14 09:11:00,Lead Generation | DE | Form,,organic,5,586
S101226,2024-10-28 21:37:00,Lead Generation | DE | Form,organic,cpc,9,594
S101227,2024-09-12 13:58:00,Brand Awareness Q4,google,referral,2,346
S101228,2024-09-02 09:43:00,,facebook,referral,6,118
S101229,2024-10-24 10:09:00,Brand Awareness Q4,facebook,referral,8,474
S101230,2024-10-11 08:38:00,,facebook,email,1,473
S101231,2024-09-21 23:46:00,Google Brand Campaign,google,social,1,299
S101232,2024-09-21 01:47:00,Brand Awareness Q4,organic,organic,7,104
S101233,2024-09-26 08:11:00,Lead Generation | DE | Form,direct,cpc,1,223
S101234,2024-09-11 12:49:00,Product Launch 2024,linkedin,,3,133
S101235,2024-09-20 15:51:00,Product Launch 2024,,email,10,144
S101236,2024-09-23 21:06:00,Retargeting Campaign,organic,social,8,466
S101237,2024-10-27 12:30:00,Retargeting Campaign,organic,organic,7,102
S101238,2024-10-19 13:51:00,Retargeting Campaign,organic,social,7,446
S101239,2024-09-06 01:32:00,Retargeting Campaign,direct,,4,168
S101240,2024-10-30 15:33:00,,,organic,2,307
S101241,2024-09-30 13:05:00,Product Launch 2024,linkedin,social,3,317
S101242,2024-10-24 07:33:00,Product Launch 2024,linkedin,organic,1,574
S101243,2024-09-05 01:32:00,Brand Awareness Q4,organic,referral,7,106
S101244,2024-09-30 21:46:00,Google Brand Campaign,linkedin,email,5,93
S101245,2024-10-20 16:01:00,Brand Awareness Q4,,,8,193
S101246,2024-10-21 05:53:00,Product Launch 2024,facebook,cpc,7,314
S101247,2024-09-21 18:46:00,Product Launch 2024,,referral,10,281
S101248,2024-09-22 05:13:00,Lead Generation | DE | Form,facebook,,10,275
S101249,2024-10-26 21:06:00,Product Launch 2024,organic,cpc,1,414
S101250,2024-09-08 00:10:00,,direct,referral,7,508
S101251,2024-09-20 19:52:00,Google Brand Campaign,linkedin,,7,319
S101252,2024-09-06 04:08:00,Brand Awareness Q4,google,cpc,1,202
S101253,2024-10-25 00:13:00,Product Launch 2024,,social,4,456
S101254,2024-10-24 20:54:00,Google Brand Campaign,google,cpc,5,484
S101255,2024-09-10 15:27:00,Brand Awareness Q4,facebook,social,3,465
S101256,2024-10-02 15:01:00,Product Launch 2024,organic,social,4,311
S101257,2024-10-07 12:03:00,Retargeting Campaign,facebook,cpc,7,435
S101258,2024-10-25 15:47:00,Google Brand Campaign,organic,,9,307
S101259,2024-09-03 15:25:00,Product Launch 2024,organic,organic,10,509
S101260,2024-09-15 22:03:00,Google Brand Campaign,facebook,referral,10,333
S101261,2024-10-06 02:17:00,,direct,referral,2,516
S101262,2024-10-10 20:22:00,Product Launch 2024,,referral,1,175
S101263,2024-09-19 23:12:00,Product Launch 2024,linkedin,referral,4,529
S101264,2024-09-15 18:58:00,,linkedin,organic,8,144
S101265,2024-10-27 09:46:00,,direct,referral,6,493
S101266,2024-10-22 05:39:00,Lead Generation | DE | Form,linkedin,,2,504
S101267,2024-09-09 05:12:00,Lead Generation | DE | Form,organic,referral,2,435
S101268,2024-10-02 09:15:00,Lead Generation | DE | Form,organic,cpc,1,377
S101269,2024-10-27 08:22:00,,google,social,9,42
S101270,2024-10-22 02:21:00,Product Launch 2024,facebook,organic,4,133
S101271,2024-10-06 07:31:00,Retargeting Campaign,linkedin,email,1,580
S101272,2024-09-18 04:54:00,,organic,organic,2,61
S101273,2024-10-30 14:51:00,Product Launch 2024,facebook,cpc,10,114
S101274,2024-10-23 17:02:00,Google Brand Campaign,facebook,social,2,220
S101275,2024-10-29 11:10:00,,linkedin,,8,528
S101276,2024-10-02 23:55:00,Brand Awareness Q4,google,,6,352
S101277,2024-10-23 04:07:00,Lead Generation | DE | Form,direct,referral,1,261
S101278,2024-10-24 15:21:00,Retargeting Campaign,organic,social,2,282
S101279,2024-09-24 22:48:00,Product Launch 2024,linkedin,,4,165
S101280,2024-10-19 16:26:00,Lead Generation | DE | Form,google,referral,7,429
S101281,2024-10-28 14:54:00,Google Brand Campaign,,email,1,463
S101282,2024-09-10 00:45:00,Google Brand Campaign,facebook,cpc,6,332
S101283,2024-09-26 05:27:00,Brand Awareness Q4,direct,cpc,3,598
S101284,2024-09-04 20:45:00,,organic,email,7,421
S101285,2024-10-27 21:44:00,Google Brand Campaign,linkedin,,6,362
S101286,2024-09-01 08:57:00,Google Brand Campaign,organic,social,7,466
S101287,2024-10-12 06:56:00,Google Brand Campaign,organic,organic,8,363
S101288,2024-10-27 20:25:00,Lead Generation | DE | Form,linkedin,cpc,1,560
S101289,2024-09-22 12:46:00,,,social,9,563
S101290,2024-09-19 06:05:00,Google Brand Campaign,organic,email,9,358
S101291,2024-10-19 20:10:00,Brand Awareness Q4,facebook,organic,10,274
S101292,2024-09-16 09:46:00,Product Launch 2024,organic,cpc,1,391
S101293,2024-09-17 20:32:00,Retargeting Campaign,facebook,cpc,2,469
S101294,2024-09-20 18:47:00,Brand Awareness Q4,direct,email,4,589
S101295,2024-10-16 20:42:00,Google Brand Campaign,organic,social,6,316
S101296,2024-09-19 21:50:00,,organic,,3,396
S101297,2024-10-04 23:15:00,Brand Awareness Q4,linkedin,organic,10,207
S101298,2024-10-23 11:29:00,Brand Awareness Q4,google,,7,431
S101299,2024-09-06 02:03:00,Product Launch 2024,google,referral,4,466
S101300,2024-09-05 11:43:00,Google Brand Campaign,direct,organic,9,541
S101301,2024-10-20 12:55:00,Retargeting Campaign,organic,referral,7,460
S101302,2024-10-15 15:46:00,Product Launch 2024,google,social,9,140
S101303,2024-10-02 22:29:00,Lead Generation | DE | Form,,organic,9,130
S101304,2024-10-15 06:29:00,Product Launch 2024,facebook,,3,582
S101305,2024-09-24 03:38:00,Product Launch 2024,facebook,cpc,6,595
S101306,2024-09-19 01:33:00,Lead Generation | DE | Form,facebook,email,5,393
S101307,2024-09-20 09:31:00,Brand Awareness Q4,google,social,10,441
S101308,2024-09-04 09:56:00,Retargeting Campaign,google,social,8,12
S101309,2024-09-08 17:22:00,Brand Awareness Q4,facebook,referral,8,596
S101310,2024-09-20 18:28:00,Retargeting Campaign,direct,referral,10,145
S101311,2024-10-19 04:32:00,,direct,referral,8,162
S101312,2024-10-26 23:20:00,Brand Awareness Q4,organic,,10,429
S101313,2024-09-25 07:57:00,Product Launch 2024,linkedin,organic,1,463
S101314,2024-10-18 08:41:00,Brand Awareness Q4,google,,1,595
S101315,2024-10-11 22:19:00,Google Brand Campaign,,cpc,9,97
S101316,2024-09-13 19:34:00,Google Brand Campaign,facebook,organic,9,203
S101317,2024-10-19 15:32:00,Brand Awareness Q4,facebook,,9,194
S101318,2024-09-02 08:50:00,Lead Generation | DE | Form,google,,10,464
S101319,2024-09-06 17:38:00,Retargeting Campaign,direct,organic,1,513
S101320,2024-10-26 00:21:00,Product Launch 2024,google,referral,1,550
S101321,2024-09-21 12:16:00,Brand Awareness Q4,facebook,cpc,9,182
S101322,2024-09-19 04:11:00,Retargeting Campaign,facebook,social,5,427
S101323,2024-10-14 05:03:00,Google Brand Campaign,linkedin,social,1,69
S101324,2024-09-20 12:06:00,Retargeting Campaign,google,referral,6,274
S101325,2024-09-25 03:03:00,Lead Generation | DE | Form,google,organic,10,252
S101326,2024-10-02 16:48:00,Google Brand Campaign,direct,cpc,5,72
S101327,2024-09-21 14:35:00,Product Launch 2024,facebook,referral,1,427
S101328,2024-10-11 07:58:00,Brand Awareness Q4,linkedin,organic,10,113
S101329,2024-09-16 17:41:00,Lead Generation | DE | Form,linkedin,organic,7,466
S101330,2024-09-06 20:32:00,Lead Generation | DE | Form,google,email,9,182
S101331,2024-10-21 07:34:00,Product Launch 2024,organic,referral,1,11
S101332,2024-10-23 14:53:00,Google Brand Campaign,linkedin,,3,10
S101333,2024-09-04 15:17:00,Google Brand Campaign,linkedin,,7,369
S101334,2024-10-24 20:13:00,Google Brand Campaign,organic,email,1,175
S101335,2024-10-18 17:36:00,Brand Awareness Q4,linkedin,cpc,7,135
S101336,2024-10-24 04:46:00,Google Brand Campaign,linkedin,referral,4,526
S101337,2024-10-22 10:56:00,,linkedin,,5,473
S101338,2024-09-18 07:42:00,Retargeting Campaign,linkedin,social,8,346
S101339,2024-09-02 22:08:00,,facebook,organic,8,14
S101340,2024-10-28 00:43:00,Lead Generation | DE | Form,direct,organic,8,412
S101341,2024-10-05 02:50:00,,,cpc,9,41
S101342,2024-10-28 21:28:00,,facebook,email,7,376
S101343,2024-09-25 05:53:00,,facebook,cpc,8,389
S101344,2024-10-30 06:28:00,Brand Awareness Q4,google,,1,297
S101345,2024-10-14 22:22:00,Lead Generation | DE | Form,facebook,organic,5,236
S101346,2024-09-15 15:23:00,Brand Awareness Q4,linkedin,referral,10,224
S101347,2024-09-01 06:52:00,,direct,cpc,5,592
S101348,2024-10-03 15:10:00,Google Brand Campaign,google,,10,588
S101349,2024-09-12 02:37:00,Lead Generation | DE | Form,,cpc,3,275
S101350,2024-10-30 18:54:00,Lead Generation | DE | Form,organic,,5,206
S101351,2024-10-25 21:01:00,,,organic,10,268
S101352,2024-10-14 17:56:00,Product Launch 2024,facebook,referral,1,340
S101353,2024-09-28 13:17:00,Brand Awareness Q4,,organic,8,517
S101354,2024-09-24 16:48:00,Brand Awareness Q4,,social,1,294
S101355,2024-10-29 13:34:00,Product Launch 2024,linkedin,cpc,7,209
S101356,2024-09-22 02:56:00,Google Brand Campaign,facebook,,4,443
S101357,2024-09-05 07:12:00,Lead Generation | DE | Form,linkedin,email,2,109
S101358,2024-09-02 15:27:00,Brand Awareness Q4,organic,,6,266
S101359,2024-09-16 03:30:00,Lead Generation | DE | Form,linkedin,cpc,6,542
S101360,2024-10-21 07:04:00,Google Brand Campaign,organic,referral,2,467
S101361,2024-10-08 03:05:00,Brand Awareness Q4,facebook,referral,6,76
S101362,2024-10-21 04:03:00,Product Launch 2024,facebook,email,10,452
S101363,2024-09-05 03:43:00,Brand Awareness Q4,organic,cpc,5,400
S101364,2024-09-26 03:39:00,Product Launch 2024,google,organic,10,20
S101365,2024-09-30 12:29:00,Product Launch 2024,organic,organic,2,357
S101366,2024-10-12 21:50:00,Brand Awareness Q4,direct,organic,6,207
S101367,2024-09-07 03:00:00,Google Brand Campaign,,cpc,10,208
S101368,2024-10-28 18:08:00,,organic,email,6,441
S101369,2024-10-01 23:39:00,Product Launch 2024,google,social,3,55
S101370,2024-09-04 04:19:00,Google Brand Campaign,direct,organic,6,328
S101371,2024-10-08 17:49:00,Lead Generation | DE | Form,google,referral,5,361
S101372,2024-09-19 11:00:00,Google Brand Campaign,organic,,3,68
S101373,2024-09-16 16:52:00,Google Brand Campaign,facebook,referral,6,210
S101374,2024-09-13 20:58:00,Lead Generation | DE | Form,facebook,email,4,497
S101375,2024-10-15 22:29:00,Google Brand Campaign,,email,10,589
S101376,2024-09-22 19:19:00,Product Launch 2024,linkedin,social,2,475
S101377,2024-10-27 01:31:00,Lead Generation | DE | Form,facebook,,4,245
S101378,2024-09-30 19:13:00,Lead Generation | DE | Form,direct,,6,394
S101379,2024-09-14 12:11:00,Brand Awareness Q4,linkedin,cpc,2,376
S101380,2024-09-02 17:07:00,Lead Generation | DE | Form,linkedin,referral,4,378
S101381,2024-09-03 00:12:00,Lead Generation | DE | Form,linkedin,social,4,278
S101382,2024-10-17 05:21:00,Google Brand Campaign,google,social,4,32
S101383,2024-09-12 08:58:00,Brand Awareness Q4,facebook,,3,398
S101384,2024-10-12 03:21:00,Lead Generation | DE | Form,linkedin,referral,4,388
S101385,2024-10-22 11:42:00,Lead Generation | DE | Form,organic,organic,7,76
S101386,2024-09-08 04:56:00,Lead Generation | DE | Form,google,social,9,397
S101387,2024-10-15 11:20:00,Google Brand Campaign,direct,,4,57
S101388,2024-10-19 19:37:00,Lead Generation | DE | Form,organic,email,3,345
S101389,2024-09-16 01:40:00,Retargeting Campaign,google,organic,10,510
S101390,2024-09-14 23:05:00,Product Launch 2024,,organic,2,181
S101391,2024-10-03 12:48:00,,organic,email,8,541
S101392,2024-09-30 05:20:00,,linkedin,organic,8,516
S101393,2024-10-01 08:37:00,Product Launch 2024,,organic,1,222
S101394,2024-09-15 06:28:00,Lead Generation | DE | Form,direct,social,5,445
S101395,2024-10-27 12:36:00,Lead Generation | DE | Form,linkedin,email,9,96
S101396,2024-09-09 02:18:00,Product Launch 2024,organic,email,4,52
S101397,2024-09-30 16:39:00,Retargeting Campaign,direct,referral,8,452
S101398,2024-09-27 11:51:00,Product Launch 2024,linkedin,email,7,35
S101399,2024-09-12 14:14:00,Retargeting Campaign,,cpc,6,94
S101400,2024-09-19 16:32:00,Google Brand Campaign,,cpc,5,243
S101401,2024-09-07 03:04:00,Retargeting Campaign,facebook,organic,4,351
S101402,2024-09-13 21:21:00,Retargeting Campaign,linkedin,,5,205
S101403,2024-10-16 19:08:00,,,organic,5,18
S101404,2024-10-20 09:18:00,Retargeting Campaign,direct,referral,10,22
S101405,2024-10-01 20:32:00,Lead Generation | DE | Form,direct,social,4,224
S101406,2024-10-01 07:33:00,Google Brand Campaign,organic,referral,8,358
S101407,2024-10-21 02:20:00,Lead Generation | DE | Form,direct,,7,224
S101408,2024-09-29 14:54:00,Google Brand Campaign,facebook,email,3,141
S101409,2024-09-20 23:00:00,Product Launch 2024,,email,6,240
S101410,2024-09-27 13:43:00,Product Launch 2024,,organic,5,343
S101411,2024-10-08 00:36:00,Brand Awareness Q4,google,social,6,591
S101412,2024-10-11 19:58:00,Google Brand Campaign,organic,referral,7,219
S101413,2024-09-26 02:34:00,Product Launch 2024,google,referral,2,346
S101414,2024-10-07 14:40:00,Retargeting Campaign,facebook,social,2,576
S101415,2024-09-12 01:52:00,,organic,referral,1,201
S101416,2024-09-13 02:58:00,Product Launch 2024,linkedin,social,4,308
S101417,2024-10-13 16:04:00,Product Launch 2024,facebook,email,9,21
S101418,2024-09-11 10:55:00,Product Launch 2024,direct,social,2,142
S101419,2024-10-05 13:30:00,,facebook,referral,4,143
S101420,2024-10-26 06:19:00,Product Launch 2024,,,8,172
S101421,2024-10-09 18:19:00,Google Brand Campaign,google,organic,8,292
S101422,2024-09-13 00:09:00,Product Launch 2024,facebook,referral,10,262
S101423,2024-10-04 10:58:00,Google Brand Campaign,direct,referral,8,599
S101424,2024-09-03 23:05:00,Retargeting Campaign,,referral,6,314
S101425,2024-09-26 19:52:00,Lead Generation | DE | Form,direct,social,3,452
S101426,2024-09-30 12:58:00,,google,,10,107
S101427,2024-09-26 22:02:00,Lead Generation | DE | Form,google,email,9,308
S101428,2024-10-13 02:44:00,,,social,8,431
S101429,2024-10-19 17:07:00,Retargeting Campaign,facebook,cpc,9,343
S101430,2024-09-27 14:10:00,Retargeting Campaign,google,organic,1,483
S101431,2024-09-02 02:40:00,,,,8,400
S101432,2024-09-22 23:25:00,Lead Generation | DE | Form,direct,cpc,1,266
S101433,2024-09-08 22:58:00,Lead Generation | DE | Form,linkedin,,8,506
S101434,2024-09-30 02:05:00,Google Brand Campaign,,social,8,153
S101435,2024-10-01 08:53:00,Lead Generation | DE | Form,google,cpc,10,112
S101436,2024-09-12 09:07:00,Google Brand Campaign,,referral,3,89
S101437,2024-10-13 00:43:00,Retargeting Campaign,google,referral,6,192
S101438,2024-09-14 22:02:00,,organic,social,8,58
S101439,2024-10-24 20:51:00,Google Brand Campaign,,,2,409
S101440,2024-10-15 09:28:00,Brand Awareness Q4,organic,cpc,1,396
S101441,2024-10-20 06:59:00,Lead Generation | DE | Form,linkedin,social,4,103
S101442,2024-09-02 13:01:00,Brand Awareness Q4,linkedin,social,2,235
S101443,2024-10-27 03:51:00,,google,,3,55
S101444,2024-09-27 16:06:00,Retargeting Campaign,linkedin,organic,4,222
S101445,2024-10-30 17:25:00,Product Launch 2024,facebook,social,4,118
S101446,2024-09-23 10:11:00,Brand Awareness Q4,direct,,6,22
S101447,2024-09-25 06:29:00,Lead Generation | DE | Form,facebook,,5,387
S101448,2024-09-03 02:56:00,Lead Generation | DE | Form,direct,email,10,521
S101449,2024-09-07 22:34:00,Google Brand Campaign,google,email,2,342
S101450,2024-10-11 22:24:00,,,social,6,189
S101451,2024-10-11 22:20:00,,direct,cpc,6,28
S101452,2024-10-09 18:28:00,Product Launch 2024,organic,,4,525
S101453,2024-10-08 22:00:00,Lead Generation | DE | Form,facebook,organic,2,326
S101454,2024-09-16 23:27:00,Lead Generation | DE | Form,organic,cpc,1,150
S101455,2024-09-24 15:18:00,Lead Generation | DE | Form,google,referral,4,48
S101456,2024-09-16 23:38:00,Product Launch 2024,,email,3,294
S101457,2024-09-21 20:50:00,Brand Awareness Q4,organic,referral,5,34
S101458,2024-09-15 23:21:00,Retargeting Campaign,google,social,9,65
S101459,2024-10-29 21:15:00,,,,4,400
S101460,2024-10-04 10:11:00,Product Launch 2024,,cpc,2,513
S101461,2024-09-05 06:03:00,,google,social,3,103
S101462,2024-09-12 18:35:00,Lead Generation | DE | Form,google,organic,2,446
S101463,2024-10-17 14:19:00,Lead Generation | DE | Form,,social,4,444
S101464,2024-09-12 19:15:00,Retargeting Campaign,linkedin,organic,8,216
S101465,2024-09-18 15:05:00,Retargeting Campaign,direct,referral,3,492
S101466,2024-09-29 13:32:00,Google Brand Campaign,,referral,3,503
S101467,2024-09-02 12:27:00,Brand Awareness Q4,linkedin,organic,9,166
S101468,2024-10-06 23:11:00,Retargeting Campaign,direct,referral,5,474
S101469,2024-09-19 12:35:00,Google Brand Campaign,direct,cpc,6,149
S101470,2024-10-16 15:12:00,Lead Generation | DE | Form,google,cpc,1,522
S101471,2024-10-17 23:23:00,Product Launch 2024,direct,referral,7,392
S101472,2024-09-25 15:19:00,,organic,cpc,7,49
S101473,2024-10-29 03:24:00,Google Brand Campaign,google,social,7,271
S101474,2024-10-20 23:22:00,Google Brand Campaign,,referral,6,69
S101475,2024-10-12 12:59:00,Product Launch 2024,,social,4,499
S101476,2024-09-03 11:40:00,,,cpc,3,277
S101477,2024-10-09 14:43:00,Lead Generation | DE | Form,linkedin,social,10,175
S101478,2024-09-01 03:49:00,Brand Awareness Q4,,,7,417
S101479,2024-10-16 18:57:00,Brand Awareness Q4,organic,social,7,179
S101480,2024-10-24 13:16:00,,linkedin,organic,9,401
S101481,2024-10-08 09:46:00,Product Launch 2024,,cpc,2,596
S101482,2024-10-20 11:52:00,Lead Generation | DE | Form,linkedin,,4,417
S101483,2024-10-15 09:00:00,Lead Generation | DE | Form,direct,cpc,2,81
S101484,2024-10-20 22:26:00,Google Brand Campaign,direct,,5,451
S101485,2024-09-11 05:23:00,Lead Generation | DE | Form,,social,4,508
S101486,2024-09-12 16:07:00,Product Launch 2024,organic,social,3,215
S101487,2024-09-04 23:11:00,Lead Generation | DE | Form,linkedin,referral,8,121
S101488,2024-10-26 20:10:00,Brand Awareness Q4,linkedin,cpc,7,137
S101489,2024-09-18 02:21:00,Brand Awareness Q4,organic,social,8,506
S101490,2024-10-14 03:00:00,Brand Awareness Q4,linkedin,cpc,10,52
S101491,2024-09-07 06:33:00,Brand Awareness Q4,direct,organic,9,282
S101492,2024-10-30 15:30:00,Retargeting Campaign,organic,referral,6,389
S101493,2024-10-14 10:20:00,Lead Generation | DE | Form,linkedin,,7,397
S101494,2024-10-10 01:22:00,Retargeting Campaign,facebook,cpc,8,421
S101495,2024-10-17 04:01:00,Google Brand Campaign,facebook,organic,5,264
S101496,2024-09-24 14:39:00,,,referral,9,433
S101497,2024-10-13 06:00:00,,linkedin,cpc,6,56
S101498,2024-10-22 23:20:00,,direct,social,10,506
S101499,2024-09-26 23:39:00,Brand Awareness Q4,linkedin,referral,8,112
S101500,2024-10-17 12:18:00,Google Brand Campaign,google,,3,542
S101501,2024-10-27 18:50:00,,organic,cpc,3,519
S101502,2024-10-21 02:19:00,,organic,referral,3,466
S101503,2024-09-08 15:42:00,Google Brand Campaign,google,social,4,184
S101504,2024-10-19 21:44:00,Brand Awareness Q4,facebook,referral,1,174
S101505,2024-10-30 10:57:00,Product Launch 2024,linkedin,social,5,497
S101506,2024-10-28 21:07:00,,google,organic,8,102
S101507,2024-10-21 22:21:00,Lead Generation | DE | Form,organic,organic,2,361
S101508,2024-09-25 22:47:00,,,referral,9,457
S101509,2024-10-22 07:14:00,Retargeting Campaign,facebook,email,2,124
S101510,2024-09-06 10:47:00,Google Brand Campaign,google,,2,596
S101511,2024-09-24 04:54:00,Retargeting Campaign,direct,organic,1,328
S101512,2024-09-04 18:34:00,Lead Generation | DE | Form,direct,referral,6,383
S101513,2024-10-22 21:59:00,Lead Generation | DE | Form,organic,,10,237
S101514,2024-09-07 12:00:00,Google Brand Campaign,direct,email,3,313
S101515,2024-10-24 07:31:00,,direct,social,10,300
S101516,2024-09-10 23:42:00,,facebook,organic,6,326
S101517,2024-10-03 22:07:00,Retargeting Campaign,,organic,8,230
S101518,2024-10-02 09:45:00,Product Launch 2024,facebook,email,3,225
S101519,2024-10-25 23:59:00,Lead Generation | DE | Form,,,1,193
S101520,2024-10-25 15:46:00,Product Launch 2024,linkedin,,3,32
S101521,2024-10-06 12:21:00,Product Launch 2024,,referral,6,410
S101522,2024-09-26 02:33:00,,linkedin,email,4,571
S101523,2024-09-26 03:08:00,Retargeting Campaign,organic,cpc,5,478
S101524,2024-10-12 05:36:00,Lead Generation | DE | Form,direct,,8,308
S101525,2024-10-28 04:13:00,Lead Generation | DE | Form,,social,1,380
S101526,2024-10-17 18:06:00,,google,referral,7,182
S101527,2024-10-30 01:06:00,Retargeting Campaign,direct,social,1,130
S101528,2024-10-03 20:21:00,Google Brand Campaign,direct,social,7,260
S101529,2024-09-03 03:15:00,Product Launch 2024,direct,email,10,186
S101530,2024-10-12 23:24:00,,,,2,484
S101531,2024-10-26 20:24:00,Retargeting Campaign,,,8,386
S101532,2024-09-01 03:07:00,Brand Awareness Q4,facebook,referral,9,240
S101533,2024-09-02 18:36:00,Google Brand Campaign,direct,email,2,195
S101534,2024-09-25 15:41:00,,direct,email,10,138
S101535,2024-09-07 10:04:00,,organic,social,7,30
S101536,2024-09-26 17:52:00,Google Brand Campaign,organic,referral,2,541
S101537,2024-10-24 18:34:00,,,cpc,4,130
S101538,2024-09-12 19:44:00,Lead Generation | DE | Form,facebook,organic,8,331
S101539,2024-09-08 01:08:00,Google Brand Campaign,google,,3,99
S101540,2024-10-06 08:54:00,Brand Awareness Q4,facebook,cpc,9,315
S101541,2024-09-24 17:10:00,Product Launch 2024,,cpc,4,317
S101542,2024-09-03 16:57:00,Retargeting Campaign,,organic,8,153
S101543,2024-10-07 15:44:00,Retargeting Campaign,organic,email,10,561
S101544,2024-10-03 06:44:00,Brand Awareness Q4,,cpc,4,47
S101545,2024-09-13 04:19:00,Lead Generation | DE | Form,google,organic,9,231
S101546,2024-10-08 11:17:00,Lead Generation | DE | Form,,organic,7,86
S101547,2024-10-06 08:16:00,Product Launch 2024,,social,7,477
S101548,2024-09-06 08:43:00,Product Launch 2024,,social,9,218
S101549,2024-09-05 20:46:00,Retargeting Campaign,,,4,391
S101550,2024-10-07 21:41:00,Google Brand Campaign,organic,social,7,167
S101551,2024-09-21 13:24:00,Brand Awareness Q4,organic,social,2,286
S101552,2024-09-08 17:07:00,,organic,referral,2,347
S101553,2024-10-11 02:23:00,Retargeting Campaign,linkedin,social,4,290
S101554,2024-09-01 03:24:00,Lead Generation | DE | Form,direct,cpc,2,189
S101555,2024-10-04 23:56:00,Retargeting Campaign,organic,referral,2,551
S101556,2024-09-23 22:36:00,Retargeting Campaign,organic,email,10,111
S101557,2024-10-28 01:10:00,Retargeting Campaign,direct,social,6,554
S101558,2024-10-06 19:56:00,Product Launch 2024,direct,organic,3,275
S101559,2024-09-01 21:32:00,,google,,3,156
S101560,2024-09-25 18:47:00,Retargeting Campaign,facebook,,6,265
S101561,2024-10-14 19:26:00,,direct,social,8,372
S101562,2024-10-22 14:32:00,Retargeting Campaign,linkedin,referral,9,244
S101563,2024-09-20 20:54:00,Brand Awareness Q4,linkedin,referral,6,102
S101564,2024-10-11 02:04:00,,google,cpc,3,599
S101565,2024-09-04 02:47:00,Retargeting Campaign,organic,referral,1,444
S101566,2024-10-14 16:59:00,,google,referral,8,537
S101567,2024-10-14 21:56:00,Google Brand Campaign,,cpc,7,24
S101568,2024-10-10 06:58:00,,facebook,,7,557
S101569,2024-10-18 11:15:00,,,organic,10,53
S101570,2024-10-09 14:10:00,,organic,social,3,86
S101571,2024-09-24 04:32:00,Retargeting Campaign,facebook,referral,8,398
S101572,2024-09-11 11:07:00,Retargeting Campaign,,social,9,130
S101573,2024-09-19 09:30:00,Retargeting Campaign,linkedin,social,1,592
S101574,2024-09-26 06:59:00,Retargeting Campaign,,organic,1,484
S101575,2024-10-28 19:54:00,Product Launch 2024,facebook,email,1,481
S101576,2024-09-22 09:22:00,Brand Awareness Q4,facebook,email,3,421
